SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,ArtistHotttnesss,SongHotttnesss,EndOfFadeIn,Energy,Loudness,StartOfFadeOut
8003,"b'SOJUPKT12AAF3B381E'",321893,"b'Messiaen: 100th Anniversary Box Set'","b'AR342K51187B98B571'",,"b''",,"b'Olivier Messiaen'",0.0,315.08853,3,0.282,85.599,4,0.745,"b"La Nativit\xc3\xa9 Du Seigneur (1935) - 9 M\xc3\xa9ditations : I La Vierge Et L'enfant"",0,0.5908045142095237,0.41910041303433604,nan,3.57,0.0,-26.309,291.3
8004,"b'SOMVRYP12AB0185AFF'",470948,"b'Beasts of Burden'","b'ARWUK9L11C8A42C37B'",32.58507,"b'Mississippi'",-89.87374,"b'Workhorse'",0.0,370.85995,5,0.317,60.15,1,0.0,"b'Flight of the Elephant'",2007,0.47902340973675245,0.31730396622749146,0.2538347361322313,0.0,0.0,-8.816,370.86
8005,"b'SOVQEYV12AF72A06B2'",195247,"b'Crowbar'","b'ARWGLPE1187FB3E54C'",,"b'Louisiana'",,"b'Crowbar'",0.0,270.73261,4,0.723,189.288,4,0.0,"b'No Quarter'",0,0.6938838526148974,0.49109945330583543,0.7140474595136154,0.339,0.0,-8.6,261.416
8006,"b'SOCIACN12AB0189ADC'",519747,"b'Humboldt Beginnings'","b'AR82DJK1187B991107'",34.05349,"b'Los Angeles CA'",-118.24532,"b'The Pharcyde'",0.0,217.88689,2,0.0,97.594,4,0.684,"b'Storm'",2004,0.756063870842891,0.4914688816374959,0.46054128135865785,0.0,0.0,-4.163,217.887
8007,"b'SOQZZKI12A67020D38'",6968,"b'The Very Best'","b'ARC43071187B990240'",,"b'Wisner LA'",,"b'Wayne Watson'",0.0,304.19546,2,0.511,114.528,4,0.627,"b'Freedom (LP Version)'",0,0.5451592956008632,0.35155586118563925,0.0,0.17,0.0,-10.366,283.852
8008,"b'SOIBHJO12A6D4F7774'",22455,"b'Personal Business (Explicit)'","b'AREB22L1187B9A4BCE'",,"b''",,"b'Bad Azz'",0.0,270.39302,2,0.0,102.922,4,0.591,"b'How We Get Down'",0,0.55205380333855,0.3413762676298949,0.42744657148843085,0.151,0.0,-5.204,270.393
8009,"b'SOAQTZJ12A8C14343C'",371969,"b'Piano Voix'","b'ARKJKVO1187FB49D0A'",,"b''",,"b'Mich\xc3\xa8le Bernard'",0.0,230.24281,2,0.081,234.361,4,0.996,"b'Canal de jonage'",2006,0.44889280503159623,0.3984422237263662,nan,0.0,0.0,-12.166,213.148
8010,"b'SORWASK12A6D4FA5ED'",226414,"b'Carpe Diem'","b'AREMOC71187B996C2F'",,"b''",,"b'Lara Fabian'",0.0,273.13587,2,0.67,109.965,4,1.0,"b'Ram\xc3\xa8ne Moi'",1994,0.6317025616094519,0.45821074150211255,0.3864772912554594,0.206,0.0,-7.387,258.485
8011,"b'SOESSPX12AB01807A0'",540823,"b'Billo on G.T. Road'","b'ARUP7CF1187FB40EEB'",,"b''",,"b'Abrar - Ul - Haq'",0.0,301.16526,11,0.456,89.077,4,0.421,"b'Hello Hello'",0,0.44220054830592737,0.41366550111838524,nan,0.891,0.0,-11.362,289.971
8012,"b'SOJPQLG12A8C140660'",437093,"b'Another Last Shot'","b'ARBQ5TQ1187B992B8A'",,"b'CANADA - Ontario'",,"b'Vivian'",0.0,283.79383,7,0.509,145.021,4,0.0,"b'Another Last Shot (Album Version)'",0,0.5207264878849363,0.35926026411845985,0.21508031850922793,0.0,0.0,-5.08,273.874
8013,"b'SORLVXI12A8AE45E37'",135645,"b'Live In Paris'","b'ARAIABB1187B9AC6E2'",,"b'Paddington London England'",,"b'Seal'",0.0,304.14322,5,0.545,133.193,5,0.806,"b'Prayer For The Dying (Live In Paris)'",2005,0.5673132241223214,0.5800131829395042,0.3522322250053423,0.0,0.0,-6.373,304.143
8014,"b'SOCIALB12AB01811A2'",557862,"b'Bone Dry - Original Motion Picture Soundtrack'","b'ARG51IA1187B9B143A'",,"b''",,"b'Scott Glasgow'",0.0,154.5922,1,0.878,16.258,1,0.0,"b'Hunted'",0,0.44780805706814564,0.29191313037941863,nan,2.392,0.0,-26.765,145.461
8015,"b'SOJEECD12AB018BDA5'",769560,"b'Live Fast_ Love Hard_ Die Young (Best of_ Vol. 1)'","b'ARKBTPV1187FB38A79'",32.51461,"b'Shreveport LA'",-93.74727,"b'Faron Young'",0.0,168.72444,2,0.277,74.894,4,0.763,"b"I'll Be Yours"",1994,0.5904731942517181,0.41898967456273584,0.0,0.0,0.0,-13.601,160.583
8016,"b'SOHUHHZ12AAA15E72E'",321338,"b'Solon k\xc3\xb4no'","b'ARLV03V1187B9A33A9'",,"b''",,"b'Djelimady Tounkara'",0.0,487.33995,0,0.654,145.93,4,0.652,"b'Sarank\xc3\xa9gni'",2005,0.315307851431913,0.22973849826555676,0.22914410371660274,0.392,0.0,-9.777,476.746
8017,"b'SOGRSPK12A8A9D88E0'",277526,"b'Charismatisches Selbstimage - Selbst-Management'","b'ARLMCCW1241B9CE7CB'",,"b''",,"b'Kurt Tepperwein'",0.0,1203.53914,4,0.716,113.487,4,0.416,"b'Subliminal ohne Naturgeraeusche'",0,0.3117525083661655,0.2520805272058066,0.0,0.247,0.0,-22.016,1174.587
8018,"b'SORHGGM12AB01878D5'",774717,"b'Gluck: Orf\xc3\xa9e et Euridice'","b'AR4B1LP1187FB55C83'",,"b''",,"b'Juan Diego Fl\xc3\xb3rez / Orquesta Sinf\xc3\xb3nica de Madrid / Jes\xc3\xbas L\xc3\xb3pez-Cobos'",0.0,87.32689,7,0.595,36.624,1,0.0,"b'Eurydice! ombre ch\xc3\xa8re!'",0,0.42960301672957957,0.3704411547389419,nan,0.322,0.0,-21.523,87.327
8019,"b'SOLJMGD12A58A76C3A'",620827,"b'Holding Up Half the Sky: Voices of Celtic Women'","b'AR82GTS1187FB5662F'",53.41961,"b'Ireland'",-8.24055,"b'Mary Black & General Humbert'",0.0,303.75138,7,0.791,99.237,3,0.849,"b'Isle of St. Helena'",1984,0.5971133608853452,0.37655698104593144,0.37598430150044215,0.177,0.0,-10.273,299.445
8020,"b'SOELVHE12A8C135E02'",146667,"b'Jealous Me Was Killed By Curiosity'","b'ARU2I2B1187FB472E8'",33.95319,"b'Marietta GA'",-84.54588,"b'Moros Eros'",0.0,224.41751,2,0.144,90.291,1,1.0,"b'Safety Net (Album Version)'",2007,0.6055382189430346,0.3075400851277596,0.4733465411087876,0.0,0.0,-5.879,211.557
8021,"b'SOJKSPB12A67AD93AE'",584987,"b'Le Monde de Pierrot'","b'ARW45YR1187FB3DE95'",,"b''",,"b'Pierre Perret'",0.0,277.21098,10,0.506,111.682,3,0.88,"b'Marcel'",1994,0.5103013231915416,0.3529764720200068,nan,0.16,0.0,-10.416,272.631
8022,"b'SOCHJTF12AC4686775'",599979,"b'PEECHY'","b'ARC95UW1187B9B9A62'",43.04181,"b'Milwaukee WI'",-87.90684,"b'Speech'",0.0,160.93995,1,0.0,73.11,5,0.814,"b'A Talk With Dad'",2003,0.596275993745723,0.34195999660000126,0.0,0.16,0.0,-22.033,160.94
8023,"b'SOSKXWY12A8C135248'",288788,"b'Couka'","b'AR7Y8LR1187B991B6F'",,"b''",,"b'Jean Corti'",0.0,183.19628,0,0.822,163.567,1,0.192,"b"C'Etait Bien"",2001,0.45391253330281833,0.0,nan,0.334,0.0,-11.765,175.229
8024,"b'SOAQMCT12A8C1350DE'",313025,"b'Callas Sings Puccini'","b'ARK7ZPW1187B99C170'",40.71455,"b'New York NY'",-74.00712,"b'Maria Callas/Eugenio Fernandi/Elisabeth Schwarzkopf/Giuseppe Nessi/Nicola Zaccaria/Mario Borriello/Renato Ercolani/Piero de Palma/Giulio Mauri/Elisabetta Fusco/Pinuccia Perotti/Coro del Teatro alla Scala_ Milano/Orchestra del Teatro alla Scala_ Milano/Tul'",0.0,172.90404,2,0.344,109.721,4,0.707,"b'Turandot (2008 Digital Remaster)_ Act III - Scene I: Nessum dorma!'",0,0.6128586541080373,0.36034468591382346,nan,0.23,0.0,-13.963,172.904
8025,"b'SOBNTOJ12A8C133435'",285172,"b'Rundown/Welcome To The Jungle'","b'AR71A931187B99CDD9'",,"b''",,"b'Harry Gregson-Williams'",0.0,95.9473,10,0.143,145.971,3,0.421,"b'Whip Fight'",2003,0.6228749388799568,0.46124579814347016,nan,0.179,0.0,-14.798,95.947
8026,"b'SOKJUPL12A6D4F8383'",29398,"b'Cruzando El R\xc3\xado'","b'ARGNGRI11E2835D567'",,"b''",,"b'Tam Tam Go!'",0.0,405.41995,6,0.628,130.402,4,0.222,"b'Atrapados En La Red'",1999,0.5150440564086359,0.31669216154699004,nan,0.16,0.0,-4.811,398.292
8027,"b'SOXGMCO12A8C139D60'",294799,"b'Richard Strauss: Ein Heldenleben; Tod und Verkl\xc3\xa4rung'","b'ARJDUON1187B989F69'",,"b''",,"b'David Zinman'",0.0,227.082,7,0.436,131.917,3,0.513,"b'Des Helden Widersacher'",0,0.40799723925500914,0.3331088294667733,nan,0.549,0.0,-25.613,227.082
8028,"b'SORGUQZ12AB0184B31'",757194,"b'The Death Of Romance'","b'ARQDWBG1187B9891D7'",,"b''",,"b'Zeromancer'",0.0,280.08444,2,0.211,120.072,5,0.436,"b'V'",2010,0.6445196917869935,0.405618981980809,0.7312820001286778,0.0,0.0,-6.707,271.621
8029,"b'SOWPAXV12A67ADA046'",68118,"b'Ultimate Girl Groups'","b'ARUQ6301187FB54EBA'",,"b''",,"b'Salt-N-Pepa'",0.0,207.62077,4,0.252,127.597,4,0.822,"b'Push It'",1988,0.6923445305736569,0.5192881204083811,0.8061197687997097,0.287,0.0,-5.668,207.621
8030,"b'SOFUUNS12AB018A286'",703994,"b'Made In England'","b'ARG4KW31187FB51B7C'",,"b'United Kingdom'",,"b'Atomic Rooster'",0.0,159.60771,5,0.067,124.714,4,0.355,"b'Little Bit of Inner Air'",1972,0.5207576346371982,0.40456653752608035,0.6195960421018694,0.34,0.0,-9.079,159.608
8031,"b'SOQKTJJ12AB0181488'",555767,"b'KRAUS - Una Voz Universal'","b'AR5R7791187FB3A8C3'",,"b''",,"b'Alfredo Kraus'",0.0,322.29832,2,0.836,110.034,3,0.904,"b'Los De Arag\xc3\xb3n: "Los De Arag\xc3\xb3n'",0,0.47738713372834984,0.3636108646465248,nan,4.389,0.0,-15.734,316.134
8032,"b'SOLEPCJ12A6D4F7404'",27755,"b'Strictly Personal'","b'ARONRBJ11F50C49E81'",,"b''",,"b'Captain Beefheart & The Magic Band'",0.0,206.57587,9,0.289,186.23,4,0.857,"b'On Tomorrow'",0,0.5681719286163744,0.3874968011791511,0.7010971270495958,0.0,0.0,-15.794,206.576
8033,"b'SOSAOWI12A6D4F7119'",28828,"b'Living Years'","b'ARYGSFW1187FB519B1'",,"b'United Kingdom'",,"b'Mike And The Mechanics'",0.0,193.56689,0,0.551,132.167,4,0.765,"b'Seeing Is Believing'",1988,0.6617660914743826,0.2573816275970807,nan,0.443,0.0,-5.24,187.623
8034,"b'SOCSLKG12A6D4F5954'",81735,"b'Songs About Jane'","b'ARF5M7Q1187FB501E8'",,"b'Los Angeles CA'",,"b'Maroon 5'",0.0,181.52444,10,0.476,145.999,4,0.593,"b'Through With You'",2002,0.9054770013616722,0.8433802744296327,0.7872100984557859,0.304,0.0,-5.622,176.135
8035,"b'SOYFDOO12A8C133DA2'",146603,"b'Tell The World About This'","b'AR5995Z1187B9A112B'",39.73926,"b'Illinois'",-89.50409,"b'The Tarriers'",0.0,118.5171,7,0.0,148.294,4,0.479,"b'Red Apple Juice (LP Version)'",0,0.3266997281304141,0.13238413834590113,nan,0.323,0.0,-14.523,112.071
8036,"b'SOSGKSM12A6D4F5626'",36198,"b'The Very Best Of The Four Pennies'","b'ARZLX2S1187B991A47'",,"b''",,"b'The Four Pennies'",0.0,156.57751,1,0.794,101.295,3,0.871,"b'Sweeter Than You'",0,0.41851772075700366,0.355378552385372,0.0,3.291,0.0,-9.242,139.72
8037,"b'SOGWIQS12A8C1339B1'",86789,"b'The Flesh'","b'ARBR7II1187B9B821E'",40.65507,"b'Brooklyn NY'",-73.94888,"b'The Flesh'",0.0,227.00363,5,0.0,86.09,3,0.959,"b'Sweet Defeat'",0,0.4766571906524515,0.36016809131718547,0.30416950343527516,0.0,0.0,-3.861,221.785
8038,"b'SOOSHTY12AAF3B3082'",323886,"b'Jazzworks Volume I'","b'ARDXWVZ1187B9B52F1'",40.71455,"b'New York'",-74.00712,"b'Michael Whalen'",0.0,436.53179,2,0.814,112.706,3,1.0,"b'A World In Fast Forward'",0,0.45660505996570944,0.3607449844101112,nan,2.397,0.0,-20.523,421.825
8039,"b'SONUOCM12A8C141FF0'",239673,"b'Karelian Isthmus'","b'ARV8T9T1187B99F3F4'",,"b''",,"b'Amorphis'",0.0,332.06812,8,0.769,122.483,4,0.68,"b'The Lost Name of God'",1992,0.7090105251029095,0.5535661720707804,nan,0.374,0.0,-7.107,327.378
8040,"b'SOSLVUL12AB017F892'",501703,"b"The Flat Earth (Collector's Edition)"","b'ARMG34A1187FB548A8'",30.08374,"b'Cairo Egypt'",31.25536,"b'Thomas Dolby'",0.0,281.05098,0,0.687,114.595,4,0.0,"b'Marseille (Live On Tour_ 1984)'",0,0.6413540809343606,0.3842305629725106,nan,3.175,0.0,-12.032,269.206
8041,"b'SOVSPXE12AB0185D78'",805834,"b'Ganz sch\xc3\xb6n turb\xc3\xbclent'","b'ARIVGZI11E2835F1FC'",,"b''",,"b'B\xc3\xbclent Ceylan'",0.0,54.15138,2,0.288,78.437,1,0.913,"b'B\xc3\xbclent & Mompfreed: Mompfreedonium'",0,0.30517782868851595,0.43372103407545803,0.0,0.0,0.0,-18.446,54.151
8042,"b'SOCCBOH12A8C13E947'",170819,"b'Retro Boosters'","b'ARJ2PGP119B866993D'",,"b''",,"b'Rockit'",0.0,217.10322,11,0.551,103.015,4,0.895,"b'Some Kind of Record'",0,0.4247577052385171,0.0,nan,0.0,0.0,-6.898,217.103
8043,"b'SOUWZWV12AB0181ACF'",491917,"b'Lullaby School'","b'ARPTOWL11F50C47FB8'",,"b'NY - New York City'",,"b'Kris Gruen'",0.0,185.28608,10,0.715,105.217,4,1.0,"b'Prayer Walk'",0,0.4417362965920373,0.3060906444898593,0.0,0.171,0.0,-10.777,180.013
8044,"b'SOLYAED12AB01885EC'",715037,"b'Album'","b'ARLPXQE1187B99066C'",-6.17144,"b'jakarta'",106.82782,"b'Bonita'",0.0,217.88689,11,0.449,104.035,4,0.999,"b'Dead End Sign'",0,0.4779630135082117,0.4270153429835595,nan,2.467,0.0,-7.29,209.589
8045,"b'SOQTOZK12A6D4F95AD'",40248,"b'Estados'","b'ARDZJ6H1187FB387F2'",,"b''",,"b'Moraes Moreira'",0.0,194.87302,2,0.09,128.544,4,0.147,"b'Felicidade'",0,0.4617414933052843,0.3342524740434901,nan,0.369,0.0,-11.906,194.873
8046,"b'SOTEDAD12A8AE4735F'",2004,"b'Snivilisation'","b'ARD5K161187B9AC784'",51.27562,"b'Sevenoaks United Kingdom'",0.17898,"b'Orbital'",0.0,478.45832,9,0.485,87.982,4,1.0,"b'Forever'",1994,0.69300920358103,0.49866887479608674,0.6851376281796413,0.909,0.0,-13.27,470.407
8047,"b'SOICYHD12AB018A5B8'",590999,"b'Interstate'","b'ARMZ4PD1187B9ACBCD'",,"b''",,"b'20/20'",0.0,221.72689,0,0.735,119.446,4,0.904,"b'I Never Did No Hitler'",0,0.500396009757894,0.3148821836230177,nan,0.316,0.0,-8.168,219.133
8048,"b'SOFAJOM12A8C141EE4'",610672,"b'A Fistful Of 4 Skins'","b'ARQUFQK11F4C83C0D8'",,"b''",,"b'4 Skins'",0.0,250.48771,2,0.663,82.98,1,0.0,"b'New War'",0,0.528653456088923,0.0,nan,0.224,0.0,-8.214,234.051
8049,"b'SOKDPUY12AB0184594'",759481,"b'How Lucky I Am'","b'ARG09R51187FB4D5C2'",34.60515,"b'Lawton OK'",-98.38983,"b'Bryan White'",0.0,245.81179,8,0.626,151.528,4,0.899,"b'God Gave Me You (Single/LP Version)'",1999,0.5987268408408515,0.42689268086794374,0.3347065490692206,0.0,0.0,-7.92,237.401
8050,"b'SOBBWJS12AB0182522'",542714,"b'Afriki zouk vol2'","b'ARMW52H1187B98C835'",52.88356,"b'UK - England - South East'",-1.97406,"b'Betika_ Daouda'",0.0,286.77179,7,0.619,179.999,4,0.807,"b"C'est pas ma faute"",0,0.46143965005695153,0.27974359137207744,nan,0.212,0.0,-10.224,283.905
8051,"b'SOWYWXM12AB018C9E9'",573679,"b'Ultimate Holt'","b'ARJPZSG1187FB3E985'",18.01571,"b'Kingston Jamaica'",-76.79731,"b'John Holt'",0.0,209.29261,0,0.657,171.597,4,0.766,"b'Only Just Begun'",0,0.6294632451871911,0.42479123557056614,0.0,0.0,0.0,-8.839,200.139
8052,"b'SOWGFDH12AB017B2F5'",333532,"b'Bloom'","b'ARDE52X1187FB438CD'",32.67828,"b'Georgia'",-83.22295,"b'Billy Pilgrim'",0.0,220.26404,2,0.795,137.296,4,0.0,"b'Caroline (LP Version)'",1995,0.43017204575703666,0.354619058459955,nan,0.0,0.0,-7.152,211.006
8053,"b'SOGWIQR12A8C144C22'",428130,"b'The Best Of In The Summertime'","b'AR07VS41187FB37944'",,"b''",,"b'Mungo Jerry'",0.0,193.90649,7,0.005,88.58,4,0.0,"b"It's A Secret"",1995,0.623696863115986,0.4002112979184991,0.42744657148843085,0.421,0.0,-9.984,181.255
8054,"b'SOGMSIS12A58A7C45D'",150859,"b'Collecton'","b'ARB45GQ1187B98D2B4'",,"b''",,"b'DeGarmo & Key'",0.0,275.74812,7,0.652,132.786,1,0.0,"b'Jericho  (Straight On Album Version)'",0,0.4211327253844579,0.3188342314584762,nan,0.355,0.0,-9.799,253.37
8055,"b'SOCKRKE12AB018DD02'",762519,"b'Talk To Your Daughter'","b'AR7BMMV1187FB5B2D7'",39.15093,"b'Ukiah CA'",-123.2079,"b'Robben Ford'",0.0,250.53995,0,0.67,137.23,4,0.341,"b'Talk To Your Daughter (Album Version)'",1988,0.6048204319182022,0.3838774936335668,0.5571877675186344,0.0,0.0,-12.685,241.952
8056,"b'SOSTESB12A6D4F9A66'",59669,"b'Heartbeat'","b'ARNMWP51187FB3E963'",41.88415,"b'Chicago IL'",-87.63241,"b'Curtis Mayfield'",0.0,411.92444,8,0.381,237.466,4,0.352,"b'You Better Stop'",1979,0.7869212313686974,0.49530669341111583,0.30416950343527516,0.402,0.0,-9.633,402.93
8057,"b'SOZVMQJ12AB018D482'",767061,"b'Gone But Not Forgotten - Oscar Peterson'","b'ARZKUQI11F4C8467A5'",,"b''",,"b'Oscar Peterson Trio'",0.0,185.70404,7,0.483,138.256,4,0.0,"b'I Got Rhythm'",0,0.5311244928926967,0.3825281579378538,nan,0.329,0.0,-13.207,177.429
8058,"b'SOXVFFI12AF72A1065'",371292,"b'We Sing of Only Blood or Love'","b'AR2BG0R1187FB398C3'",29.59733,"b'Houma LA'",-90.71913,"b'Dax Riggs'",0.0,157.36118,8,0.566,75.452,1,0.0,"b"Didn't Know Yet What I'd Know When I Was Bleedin'"",2007,0.6279174684114319,0.47391843700000164,nan,0.328,0.0,-6.34,147.958
8059,"b'SOLKCWP12AB01890A4'",673082,"b'Rev'","b'ARIVB351187B9B485E'",,"b'MILWAUKEE Wisconsin'",,"b'Porno For Pyros'",0.0,222.77179,0,0.535,194.691,7,0.505,"b'100 Ways ( LP Version )'",0,0.6249671064026375,0.40971267828672114,nan,0.0,0.0,-7.858,211.197
8060,"b'SOSAQJU12AC90755D2'",692717,"b'The Best Of The Ronettes'","b'ARCHKD91187B9A0A42'",40.71455,"b'New York NY [The Bronx]'",-74.00712,"b'The Ronettes'",0.0,177.81506,7,0.797,114.047,4,0.148,"b'Born To Be Together'",1991,0.5672785922286958,0.5338855364814937,0.6297683649960267,0.305,0.0,-9.54,168.826
8061,"b'SOFFUHF12AC4689476'",790939,"b'Zoo Is Sad_ People Are Cruel'","b'ARAO0RA1187FB587F2'",,"b'Hong Kong'",,"b'My Little Airport'",0.0,125.70077,2,0.01,92.975,3,1.0,"b'Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?'",0,0.6023595605123008,0.41717293221457225,0.5278181365564875,0.0,0.0,-9.361,119.513
8062,"b'SOYWNEA12AB018826D'",680480,"b'Les plus grandes chansons'","b'ARJJ8I01187FB4CE98'",37.76509,"b'Jaen'",-3.79068,"b'Jos\xc3\xa9lito'",0.0,205.45261,8,0.317,116.618,5,0.182,"b'Soleil rouge'",0,0.4828052476468271,0.29382744516554465,nan,0.0,0.0,-12.538,193.562
8063,"b'SOFFOFH12A8AE45129'",279019,"b'Body And Soul'","b'ARWPYQI1187FB4D55A'",53.45644,"b'Newton-le-Willows Merseyside England'",-2.63265,"b'Rick Astley'",0.0,215.09179,8,0.626,150.112,4,0.269,"b'Hopelessly'",1993,0.7549176454508227,0.5074642431149818,0.5748828916889209,0.155,0.0,-10.612,208.927
8064,"b'SOTGNGT12A8C142826'",320241,"b'Whole Lotta Live 1998'","b'AR7PPJV1187FB397CC'",,"b''",,"b'The James Taylor Quartet'",0.0,315.14077,0,0.393,106.552,4,0.598,"b'Creation'",1996,0.5831788310422134,0.43425334123607984,0.5231661082108239,0.0,0.0,-14.334,305.993
8065,"b'SOYTIWN12A6D4FBA37'",555842,"b'Call My Name'","b'ARMHR011187B9A62B5'",,"b'Spanish Harlem New York City NY'",,"b'Joe Bataan'",0.0,311.19628,10,0.613,87.467,1,0.0,"b'Ernestine'",2005,0.5639976923151271,0.3499236613236841,0.42744657148843085,0.113,0.0,-11.574,304.774
8066,"b'SOISJLZ12AC3DF6DE7'",603118,"b'Outtakes and Demos 1975 -  2003'","b'ARZIKR01187B98DF08'",,"b''",,"b'Joe Grushecky'",0.0,294.19057,0,0.421,136.326,1,0.0,"b'Firewater'",0,0.5030023057537399,0.0,nan,0.56,0.0,-5.747,287.393
8067,"b'SORWORW12A6D4FBBE2'",63206,"b'Colecci\xc3\xb3n Diamante'","b'ARWX7AO1187B9B91AA'",,"b''",,"b'Jose Luis Perales'",0.0,191.21587,6,0.372,136.478,4,0.0,"b'No Soy Uno M\xc3\xa1s'",2008,0.5714024288978798,0.3844259058848585,0.0,0.0,0.0,-6.025,177.488
8068,"b'SONWLUL12A8C13AEEE'",265380,"b'The Edge Of Love'","b'AR1PCLK1187FB5BBFF'",40.14323,"b'New Jersey'",-74.72671,"b'Angelo Badalamenti / Keira Knightley'",0.0,63.29424,1,0.459,123.797,1,0.0,"b'Overture/Blue Tahitian Moon'",0,0.6987704777958721,0.39945172400502926,nan,3.384,0.0,-10.462,63.294
8069,"b'SOURXDF12AB0180C6C'",507337,"b'Coleccion de Oro'","b'ARLAWDD1187FB48367'",,"b' '",,"b'Carlos Vives'",0.0,112.90077,9,0.19,132.358,1,0.0,"b'Cancion De Amor Eterno'",2000,0.6209639810603148,0.41325469345890786,0.3277366831778408,0.16,0.0,-17.548,104.867
8070,"b'SOFZGIT12A58A7CD2D'",43642,"b'A Work In Progress'","b'ARKFYS91187B98E58F'",,"b''",,"b'Jeff And Sheri Easter'",0.0,183.19628,11,0.799,119.983,4,0.33,"b'Loving By Heart'",0,0.5352927355118197,0.385470550555821,nan,2.096,0.0,-4.881,170.388
8071,"b'SOMDWZC12A8C13A065'",155721,"b'Southern Convention Songs'","b'ARBB58Y1187B9B621B'",,"b''",,"b'Bill & Gloria Gaither'",0.0,194.82077,1,0.365,42.797,4,0.0,"b"I'll Meet You By The River (Southern Convention Songs Version)"",0,0.4268827623466008,0.3333034182734665,0.29607822800326455,0.0,0.0,-12.098,186.567
8072,"b'SOCJGSX12AAF3B4DA9'",384165,"b'Alles kommt wie es kommt'","b'AR6BUE51187B9B5D71'",37.82245,"b'Kentucky'",-85.69091,"b'Markus'",0.0,176.97914,5,0.513,130.023,4,0.334,"b'Du machst mich irgendwann verr\xc3\xbcckt'",0,0.5375333077362084,0.34388404852562177,nan,0.113,0.0,-4.771,168.35
8073,"b'SOPZHFK12A8C135493'",198434,"b'Sleep Through The Static'","b'ARC8CQZ1187B98DECA'",,"b'Galveston TX'",,"b'Jack Johnson'",0.0,236.19873,0,1.0,241.818,4,0.359,"b'Adrift'",2008,0.8320117706473318,0.6430722926109408,0.7378503319728218,0.0,0.0,-15.967,215.342
8074,"b'SOSIANM12AB018CC80'",667675,"b'Back To The Beginning - Usher'","b'ARPDVPJ1187B9ADBE9'",,"b'Atlanta GA'",,"b'Usher Featuring The Nu Beginning'",0.0,338.75546,5,0.167,118.099,4,1.0,"b'Only Human'",2004,0.8564489236516379,0.854637828218057,nan,5.875,0.0,-11.215,333.195
8075,"b'SOSAEZB12AB018DADE'",667641,"b'The Country Queen'","b'ARDY3451187B9A0226'",38.68193,"b'Dry Ridge KY'",-84.59431,"b'Skeeter Davis'",0.0,146.28526,0,1.0,102.117,3,1.0,"b'My Last Date (With You)'",1988,0.6038391696904002,0.39579127377388607,nan,0.0,0.0,-12.439,134.896
8076,"b'SOFGAJF12A8C141DA3'",7106,"b'Lost Together'","b'ARD842G1187B997376'",43.64856,"b'Toronto Ontario Canada'",-79.38533,"b'Blue Rodeo'",0.0,280.65914,7,0.345,126.1,4,0.415,"b'Fools Like You'",1992,0.6364236449500698,0.4479354804795022,0.4944895175021134,0.334,0.0,-6.033,269.526
8077,"b'SOEKBBG12AB017E5D7'",500031,"b'Tribute to the Grand Ole Opry - Vol. 2'","b'ARUVPZF1187FB4880D'",,"b'Tennessee'",,"b'Charlie Louvin'",0.0,138.55302,6,0.058,130.231,4,0.0,"b'See The Big Man Cry'",0,0.4002960349203375,0.39134245187534317,0.42664658487057977,0.0,0.0,-13.816,135.326
8078,"b'SOPIFJT12A81C221AC'",389249,"b'Legend'","b'ARAZCWP129462A97F1'",,"b''",,"b'Bob Marley & The Wailers'",0.0,320.15628,4,0.33,148.684,4,0.253,"b'Three Little Birds'",2007,0.7802643808005791,0.570106511951141,nan,1.071,0.0,-8.959,308.117
8079,"b'SOKJMKB12AB0189C12'",470183,"b'Abstract Mind EP'","b'ARXFY0N11C8A423D05'",,"b''",,"b'Juan Farcik'",0.0,295.02649,9,0.097,124.969,7,0.941,"b'Sunday Cream'",0,0.3854302511683772,0.26436800041368974,nan,0.0,0.0,-8.16,290.58
8080,"b'SOAMZKG12A8C13797C'",154491,"b'Donizetti: Anna Bolena'","b'ARK7ZPW1187B99C170'",40.71455,"b'New York NY'",-74.00712,"b'Maria Callas/Gianni Raimondi/Gabriella Carturan/Plinio Clabassi/Nicola Rossi-Lemeni/Coro del Teatro alla Scala_ Milano/Noberto Mola/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni'",0.0,102.68689,2,0.688,111.643,4,0.4,"b'Anna Bolena (1997 Digital Remaster): Alcun potria ascoltarti'",0,0.6128586541080373,0.36034468591382346,nan,0.0,0.0,-14.447,99.573
8081,"b'SOXNASC12AB01874DF'",555336,"b'Game Over'","b'AR02PUA1187FB52574'",,"b''",,"b'Hoodfellas'",0.0,227.082,4,0.038,130.011,5,1.0,"b'If you Seek Amy'",0,0.5860000582801564,0.4095505953637158,0.2893626978238255,0.0,0.0,-4.872,224.253
